name,phone,address,category,place,state
Eye Care Hospital,+91-265-2488454,"  Subhash Park Shopping Centre,Sangan Rasta,Opp Lal Bhadur Shastri Road,Opp S K Enterprises,Harani Road, Vadodara-390006",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Mistry Dr Sheetalbhai,+91-265-2428026,"  1st Floor,Pavandhan Appartment,Main Road,Raopura,Behind Chistteskhan Hanuman Wadi, Vadodara-390001",Doctors - Surgeons     also listed in,mumbai,maharashtra
Abhishek Orthopedics Hospital,+919824051009,"  Shivlik Complex,Subhanpura Road,Opp Vidya Vihar School,Near Sitaram Complex, Vadodara-390023",Hospitals     also listed in,mumbai,maharashtra
Shirali Eye Care Hospital,+91-265-2411823,"  Near Khushalchand Kanya Vidyalay, Opp Sursagar, Vadodara-390001",Hospitals,mumbai,maharashtra
Padma Maternity Fertility & Sonography Hospital,+91-265-2637422,"  Samrudhhi Resi Cum Plaza Beside,Makarpura,Bus Depor, Vadodara-390010",Hospitals     also listed in,mumbai,maharashtra
Sparsh Multispeciality Hospital,+91-265-2326648,"  Ff, Vinraj Plaza, Opp Govt Press, Kothi Road , Vadodara-390001",Hospitals,mumbai,maharashtra
Drashti Eye Hospital,+91-265-2420374,"  Radha, Raopura, Nr Sardar Bhavan, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Umiya Hospital Iccu,+91-265-2285494,"  1 And 2,Vikram Colony,Opposite Jay Narayan Socity,Karodia Road,Gorwa, Vadodara-390016",Doctors - Cardiologists (Heart)     also listed in,mumbai,maharashtra
Dhvani Ent Hospital,+91-265-2428191,"  Near G P O, Raopura, Vadodara-390001",Hospitals,mumbai,maharashtra
Eye Clinic & Retinal Laser Centre,+91-265-2420369,"  Mahajan Lane,Raopura, Vadodara-390001",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Medical Care Centre Trust,+912652463906,"  Jalaram Marg,Karelibaug,Vadodara, Vadodara-390018",Hospitals,mumbai,maharashtra
Baps Shastriji Maharaj Hospital,+91-265-2681420,"  Opp Swaminarayan Mandirat,Ladra , Vadodara-390012",Hospitals,mumbai,maharashtra
Dr C.M Kulkarni's Clinic,+919825028508,"  Shreyas,Dutt Appartment,Near Baroda Dairy, Vadodara-390009",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Patel Dr Anandrao R,+91-265-2341444,"  Rituma,Alkapuri,B/H Hotel Welcome, Vadodara-390001","Doctors - Ear, Nose and Throat (ENT)     also listed in",mumbai,maharashtra
Diva Surgical & Laproscopy Hospital,+91-265-2320163,"  201,Kailash Apartment,Gotri Road,Nr Iscon Temple,Opp Harinagar Water Tank, Vadodara-390021",Hospitals     also listed in,mumbai,maharashtra
Bmc Hospital,+91-265-2562010,"  Integrated Hospital,Bahucha Wad,Panigate, Vadodara-390019",Hospitals     also listed in,mumbai,maharashtra
Citizen Hospital,+91-265-2521318,"  Ajwa Waghodia Ring Road, Near Dabhoi Dasalad Bhavan, Opposite - Bapod Talav, Waghodia Road, Vadodara-390019",Hospitals,mumbai,maharashtra
Samanvaya Trust,+919426352735,"  Parimal Mujumdar Wada,Pratap Road,Raopura,Vadodara, Vadodara-390001",Hospitals,mumbai,maharashtra
Shreeji Hospital,+91-265-6549559,"  Opposite Narshidham Complex, Behind Sangam Bus Stop, Near Sangam Cross Road, Harni Road, Vadodara-390018",Hospitals,mumbai,maharashtra
Jamnabai Hospital Vadodara,+91-265-2794368,"  Opp State Bank Of Main Branch,Mandavi Darwaja, Vadodara-390018",Doctors - General Practitioners     also listed in,mumbai,maharashtra
Shreenath Clinic,+91-265-2483214,"  3rd Floor,Chandraprabha Building,Rajmahal Road,Opp Tarsali Bus Stop, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Adarsh General Hospital,+91-265-2331894,"  Race Course Circle, Vadodara-390007",Hospitals     also listed in,mumbai,maharashtra
Dhiraj General Hospital,+91245264,"  Piparia, Tal- Waghodia, Vadodara-391760",Hospitals,mumbai,maharashtra
M P Dental College & Hospital & Oral Research Institute & S S R Genral Hospital,+91-265-2336350,"  Vishwa Jyoti Ashram,Mujmahuda, Vadodara-390001",Hospitals,mumbai,maharashtra
Samanvay Arogya Kendra,+91-265-2372593,"  Behind Gayatri School, Gotri Road, Vadodara-390021",Health Centres     also listed in,mumbai,maharashtra
Yogeshwar Hospital (Dc),+91-265-2395476,"  2, Suniketan Park, Behind Samata Society, Subhanpura, Vadodara-390003",Hospitals,mumbai,maharashtra
Dr Y T Chandarana,+912652413244,"  Bajwada,Khatri Pole Vadodara, Vadodara-390001",Hospitals,mumbai,maharashtra
Eye Clinic & Retinal Laser Centre,+91-265-2420369,"  Mahajan Lane,Raopura, Vadodara-390001",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Pandya Dr Pradeep K,+91-265-2565863,"  Adarsh General Hospiral,Race Course Circle, Vadodara-390007",Doctors - Nephrologists (kidney)     also listed in,mumbai,maharashtra
Avdhoot Neurosurgical Hospital,+91-265-2324994,"  1/A, Ranjan Society, Near Suvarna Puri Society, Vadodara-390007",Hospitals,mumbai,maharashtra
Samir Hospital,+91-265-2432205,"  Lakdipul,Dandia Bazar,Main Road, Vadodara-390001",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Premdas Jalaram Hospital/Shri Jalaram Hospital,+91-265-2564785,"  B/H R T O, Premdas Nagar, S K Colony , Vadodara-390006",Hospitals,mumbai,maharashtra
Krishna Hospital,+912662222135,"  A-7,Narayan Nagar Society,B\h,New S T Depot,Padra , Padra-391440",Hospitals,mumbai,maharashtra
Parth Surgical Hospital,+91-265-2517677,"  19, Near Mahavir Hall Udayanagar Society, Ajwa Road, Vadodara-390019",Hospitals     also listed in,mumbai,maharashtra
Vedant Hospital,+919825439828,"  104/Ff,Pushti Smruti Apartment,Waghodia Road,Opp Suryanagar Garba Ground, Vadodara-390019",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Samarpan Hospital,+91-265-2570570,"  Aditya Plaza, Near Zaver Nagar, Waghodia Road, Baroda,Opp Uma Chowkdi, Vadodara-390019",Hospitals,mumbai,maharashtra
Anuja Surgical Hospital,+91-265-2782121,"  9/10,Firdaus,Char Rasta Building,Near Fatehgunj Petrol Pump,Next To Udp Hotel,Fatehgunj, Vadodara-390002",Hospitals     also listed in,mumbai,maharashtra
Amrut Laparoscopic & Stone Hospital,+919426007550,"  Earth Complex,O P Road,Akshar Chowk, Vadodara-390020",Doctors - Laparoscopic Surgery     also listed in,mumbai,maharashtra
Param Hospital,+919825167877,"  Arpan Complex,Opp Dulex Soc Nizampura, Vadodara-390002",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Aziz Hospital,+91-265-2561342,"  207,New Heaven Enclave,Panigate,Near Panigate Petrolpump, Vadodara-390019",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Bharaney Hospital,+91-265-2651715,"  Madhavbaug Shopping Centre, Makarpura Road, Vadodara-390009",Hospitals,mumbai,maharashtra
Manek Surgical,+91-265-2433244,"  Sb-1/2,Parshwa Bhumi Complex,Mahajan Lane,Raopura, Vadodara-390001","Surgical Instruments - Suppliers, Manufacturers     also listed in",mumbai,maharashtra
Kalyan Hospital,+91-265-6628899,"  101 - 102, Shreehari Corner, Anand Society, Behind Express Hotel, R C Dutt Road, Alkapuri, Vadodara-390020",Hospitals,mumbai,maharashtra
Bhailal Amin General Hospital,+91-265-2282255,"  Alembic Road, Bhailal Amin Gen Hospital, Bhailal Amin Marg, Gorwa, Vadodara-390003",Hospitals     also listed in,mumbai,maharashtra
Kalavati Hospital,+91-265-2569505,"  B-187,188,189,Daginagar Co- Op Housing Society, Harni- Warasia Ring Road, Vadodara-390006",Hospitals     also listed in,mumbai,maharashtra
Noble Nursing Home,+91-265-2774504,"  Surya Flat 1st Floor Tower A, Opposite Swaminarayan Nagar, Vadodara-390002",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Pandya Dr Pradeep K,+91-265-2565863,"  Adarsh General Hospiral,Race Course Circle, Vadodara-390007",Doctors - Nephrologists (kidney)     also listed in,mumbai,maharashtra
Dr Ashish Sethi/Akash Clinic,+919825040703,"  2, Ratnam Apartment, Sampatrao Colony, Opposite Neptune Tower, Vadodara-390005",Doctors - Gastroenterologist and Surgeons     also listed in,mumbai,maharashtra
Harshal General& Surgical Hospital,+91-265-2580888,"  1/37, Vraj Venu Complex, Near Swami Narayan Gurukul , Vadodara-390019",Hospitals,mumbai,maharashtra
Niramaya Hospital,+91-265-2340111,"  A-7,Jayanand Society,Opp Express Hotel,Behind Alkapuri Club, Vadodara-390007",Doctors - Cardiologists (Heart)     also listed in,mumbai,maharashtra
Paavan Hospital,+91-265-2290414,"  First Floor, Shubhlaxmi Complex, Beside B M C Chambers, Subhanpura-Gorwa Road, Subhanpura, Vadodara-390023",Hospitals,mumbai,maharashtra
Metro Hospital And Research Institute,+91-265-2491414,"  Near Amit Nagar Circle, Beside Kendriya Vidyalaya, Harni-Savi Road, Vadodara-390022",Hospitals,mumbai,maharashtra
Dr Shailesh Talati Hospital,+91-265-2644889,"  6-7, Chadrakala Tower, N H No 8, Manjalpur, Vadodara-390004",Hospitals,mumbai,maharashtra
Balaji Hospital,+91-265-2282111,"  Opposite Vidya Vikas School, Subhanpura, Vadodara-390023",Hospitals     also listed in,mumbai,maharashtra
Shree Nathji Hospital,+919825029380,"  Indrapuri Atithi Gruh, Opposite Manki Complex,Realiance Petrol Pump, Opp State Bank Of India,Waghodia Road, Vadodara-390019",Hospitals     also listed in,mumbai,maharashtra
Shree Hospital & Maternity Home,+91-265-2252972,"  Rajratan Complex,Near Raneshwar Tample,Vasna Road, Vadodara-390000",24 Hrs - Maternity Homes     also listed in,mumbai,maharashtra
Anugrah Hospital,+91-265-2632900,"  1, Shivamnagar, Nr Pranav Society, Manjalpur , Vadodara-390004",Hospitals,mumbai,maharashtra
Sayaji Genral Hospital,+91-265-2711275,"  18,Yantrika Society,N Sama Road,Near Chankyaepuri, Vadodara-390008",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Eye Clinic & Retinal Laser Centre,+91-265-2420369,"  Mahajan Lane,Raopura, Vadodara-390001",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Ent Hospital,+91-265-2320505,"  23, Sampatrao Colony, Near Hotel Sunrise, R C Dutt Road, Vadodara-390007","Doctors - Ear, Nose and Throat (ENT)     also listed in",mumbai,maharashtra
Padma Maternity Fertility & Sonography Hospital,+91-265-2637422,"  Samrudhhi Resi Cum Plaza Beside,Makarpura,Bus Depor, Vadodara-390010",Hospitals     also listed in,mumbai,maharashtra
Manek Surgical,+91-265-2433244,"  Sb-1/2,Parshwa Bhumi Complex,Mahajan Lane,Raopura, Vadodara-390001","Surgical Instruments - Suppliers, Manufacturers     also listed in",mumbai,maharashtra
Hrishikesh Hospital,+91-265-2393666,"  Anjanapark Complex,Subhanpura Main Road,Near Vidhyavihar School, Vadodara-390023",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Shree Vijay Vallabh Sarvajanik Hospital,+912652560244,"  Shree Vijay Vallabh Marg,Chhipwad,Raopura, Vadodara-390006",Hospitals,mumbai,maharashtra
Samanvay Arogya Kendra,+91-265-2372593,"  Behind Gayatri School, Gotri Road, Vadodara-390021",Health Centres     also listed in,mumbai,maharashtra
Shreenath Clinic,+91-265-2483214,"  3rd Floor,Chandraprabha Building,Rajmahal Road,Opp Tarsali Bus Stop, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Riddhi Nursing Home,+919824022933,"  1,Sun Silver Apartment,Productivity Road,Akota,Nr Akota Garden, Vadodara-390020",Doctors - Neurosurgeons / Neurologists     also listed in,mumbai,maharashtra
Baroda Hospital,+91-265-2657070,"  Anant Apartment,Beside Aradhana Cinema,Tilak Road,1St Floor,Opp S S Hopsital, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
T B Hospital,+91-265-2398108,"  Gotri Road, Vadodara-390021",Hospitals     also listed in,mumbai,maharashtra
Aadhar Hospital,+91-265-2342159,"  Near Kashi Vishweshwar Temple, Jetalpur Char Rasta, Alkapuri, Vadodara-390007",Hospitals,mumbai,maharashtra
Shri Narayan Hospital,+91-265-2414138,"  Haridham Complex,Madan Zampa Road ; Jayratna Char Rasta, Vadodara-390001",Hospitals,mumbai,maharashtra
Kesar Surgical And Maternity Hospital,+912669233571,"  Opp Bazar Samiti,Gurukrupa Society,Chhota Udaipur Vadodara,Chota Udepur, Bajwa-391165",Hospitals,mumbai,maharashtra
Ellora Park Hospital Private Limited,+919376232916,"  Sheel Commerical Complex,Ellora Park,Inox Road,Race Course,Near Indraprastha, Vadodara-390007",Hospitals     also listed in,mumbai,maharashtra
Param Hospital,+919825167877,"  Arpan Complex,Opp Dulex Soc Nizampura, Vadodara-390002",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Balvantray Mehta Nisargopchar Arogya Bhavan,+912652481623,"  Near Dr Keshav Garden,Karelibaug,Vadodara, Vadodara-390021",Hospitals,mumbai,maharashtra
Susmit Maternity Hospital,+912652663017,"  12,Nirman Park,Vishwamitri Rd,Manjalpur,Vadodara, Vadodara-390011",Hospitals,mumbai,maharashtra
Dr Ashish Sethi/Akash Clinic,+919825040703,"  2, Ratnam Apartment, Sampatrao Colony, Opposite Neptune Tower, Vadodara-390005",Doctors - Gastroenterologist and Surgeons     also listed in,mumbai,maharashtra
Manjalpur Hospital,+91-265-2640030,"  Tulsidham Char Rasta,, Vadodara-390011",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Aditya Hospital,+91-265-2423230,"  2nd Floor, Innova House, Dandia Bazar, Vadodara-390001",Doctors - Dental Surgeons/Dentists     also listed in,mumbai,maharashtra
Sparsh Hospital,+919825589565,"  X-6/101,Arth Complex,Akshar Chowk,Old Padra Road,Behind Modi Medical, Vadodara-390010",Doctors - General Practitioners     also listed in,mumbai,maharashtra
Sujay Hospital,+91-265-2355051,"  15, Vishwas Colony, Behind Alkapuri Petrol Pump, R C Dutt Road, Alkapuri, Vadodara-390005",Hospitals     also listed in,mumbai,maharashtra
Urja Burns Center,+91-265-2439190,"  Ami Sadan Building,Opposite Maharashtra Lodge,Pratap Road,Dandia Bazar, Vadodara-390001",Hospitals,mumbai,maharashtra
Motal Sargical Hospital & Adoskopi Centre,+91-265-2324991,"  13-B,Sangita Apartment,Nandvan,Opp:Akota Stadim, Vadodara-390020",Hospitals     also listed in,mumbai,maharashtra
Dr. Vipul J. Mistry,+912652393363,"  Shree Shubham Hospital,City Complex,1St Floor,Opp Golden Silver Apartment,Subhanpura,Vadodara, Vadodara-390023",Hospitals,mumbai,maharashtra
Shree Krishna Surgical Hospital,+912652414266,"  Tejal Aprtment,Opposite Of Geeta Mandir,Pratap Nagar Road, Vadodara-390004",Hospitals,mumbai,maharashtra
Urmil Children Hospital,+91-265-2780300,"  14, Green Park, Opposite Jay Complex, Nizampura, Vadodara-390002",Doctors - Paediatricians (Child)     also listed in,mumbai,maharashtra
Parth Hospital,+91-265-2411962,"  A-4,Maheshwari Society,Escom Mother School,Near Patham Complex,Temple Road, Vadodara-390017",Hospitals,mumbai,maharashtra
Sannidhi Super Speciality Orthopaedic Hospital,+912656543222,"  Beside Dewashish Appartment,Waghodia-Dabhoi Ring Road,Parivar Char Rasta, Vadodara-390021",Hospitals,mumbai,maharashtra
Global Baroda Hospital,+91-265-3300400,"  Behind Icici Bank, Next To Shreyas School, Manjalpur, Vadodara-390011",Hospitals     also listed in,mumbai,maharashtra
Venus Superspeciality Hospital,+91-265-2342444,"  Opposite Akot Ward Office No 6, Off Old Padra Road, Akota, Vadodara-390020",Hospitals,mumbai,maharashtra
Aayush Children Hospital,+912652495187,"  Kalind Complex,Near Amit Nagar,Vip Main Road, Vadodara-390006",Hospitals,mumbai,maharashtra
Shreenath Clinic,+91-265-2483214,"  3rd Floor,Chandraprabha Building,Rajmahal Road,Opp Tarsali Bus Stop, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Adarsh Hospital,+91-265-2784313,"  Race Course, Gotri Road, Diwalipura, Near Radha Traders, Near Adarsh Hospital, Vadodara-390007",Hospitals,mumbai,maharashtra
Reva Hospital,+91-265-2412400,"  Dandiya Bazar,Jambubet, Vadodara-390001",Hospitals     also listed in,mumbai,maharashtra
Shree Krishna Hospital Karamsad,+91228106,"  Gokal Nagar, Karamsad, Dist Anand, Anand Sojitra Road, Vadodara-388320",Hospitals,mumbai,maharashtra
Dr Raman Handa Eye Hospital,+912652644466,"  B-5,Yogeshwar Park Society,Markapura Road, Vadodara-390009",Hospitals,mumbai,maharashtra
Omkar Orthopaedic Hospital & Ilizarov Centre,+91-265-2524412,"  Krishna Lila, Harni - Warasia Ring Road, Opposite Mangalya Park Society, Vadodara-390006",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Miraj Mri Centre,+91-265-2341464,"  Krishna Shanti Society,Mujmahuda Road,Akota,Mujmahuda, Vadodara-390020",Doctors - Radiologists (X-Ray)     also listed in,mumbai,maharashtra
Shirali Hospital,+919228420938,"  Mahajan Lane Corner, Near Maharani Girls High School, Opposite Sursagar, Vadodara-390001",Doctors - Eye (Ophthalmologists)     also listed in,mumbai,maharashtra
Madhuram Hospital,+91-265-2791231,"  Fatehgunj,Next To Punjab Natinal Bank, Vadodara-390002",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Anand Multi Speciality Hospital Pvt Ltd,+91-265-3087666,"  B - Tower, Sundervan Complex, Near Gurwa Iti, Bsei Deicul, Petrol Pump, Gorwa Refinery Road, Gorwa Petrol Pump, Gorwa Refinery Road, Gorwa , Vadodara-390016",Hospitals,mumbai,maharashtra
Rahul Children Hospital,+91-265-2281829,"  16, Park View Complex, Opposite Vardhman Complex, High Tension Line Road, Subhanpura, Vadodara-390023",Hospitals     also listed in,mumbai,maharashtra
Manjalpur Hospital,+91-265-2640030,"  102, 1st Floor, Abhishek House, Vadodara-390011",Hospitals,mumbai,maharashtra
Sai Smruti Clinic,+91-265-2331103,"  63, Karamdham Complex, Productivity Road, Near Akota Atithigruah, Vadodara-390007",Doctors - Geneticists     also listed in,mumbai,maharashtra
Pavan Children Hospital,+919898159435,"  First Floor,Gorwa Road,Near B M C Chambers,Opposite Vidhyavihar School,Shubhlami Complex,Sultanpura, Vadodara-390023",Hospitals     also listed in,mumbai,maharashtra
Shivam Eye Hospital,+91-265-2634084,"  301/2, Atria-2, Opp Shreyas School, Manjalpur, Vadodara-390011",Hospitals,mumbai,maharashtra
Shrinath Hospital,+91-265-2397624,"  Anandvan Complex,Gorwa Road,Subhanpura, Vadodara-390023",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Shiv Clinic Materity And Surgical Hospital,+91-265-2485040,"  1st Floor,Shivam,Jai Gayatrinagar Society,Near Bank Of Baraod,Vip Road, Vadodara-390022",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
B M Parikh Foundation Trust,+91-265-2413260,"  M G Road, Laxmikant Niwas, Samal Bechar's Pole, Vadodara-390001",Charity Trusts / Voluntary and Welfare Organization     also listed in,mumbai,maharashtra
Gayatrikrupa Hospital,+91-265-2398483,"  A/2, Sheetal Apartment, Oppsite Panchratna Apartment, Subhanpura Road, Subhanpura, Near Satguru Toys, Vadodara-390023",Hospitals,mumbai,maharashtra
Ganga Jamna Hospital,+91-265-2395009,"  Opp Golden Silver Apartment, Vadodara-390023",Hospitals,mumbai,maharashtra
Navrang Hospital,+91-265-2492233,"  Near Amit Nagar Circle, Beside Hdfc Bank, Vip Road, Karelibaug , Vadodara-390018",Hospitals,mumbai,maharashtra
Anand Hospital,+91-265-2370007,"  Ff - 151/152, Gangotri Complex, Opposite Yash Complex, Gotri Road, Gotri, Near Pramukh Traders, Vadodara-390021",Hospitals,mumbai,maharashtra
Umiya Hospital Iccu,+91-265-2285494,"  1 And 2,Vikram Colony,Opposite Jay Narayan Socity,Karodia Road,Gorwa, Vadodara-390016",Doctors - Cardiologists (Heart)     also listed in,mumbai,maharashtra
Apcot Hospital Pvt Ltd,+919727780685,"  Opp Trident Complex, Ellora Park Teen Rasta, Inox Road, Vadodara-390023",Hospitals,mumbai,maharashtra
Eve Womens Hospital,+91-265-2644889,"  6a,Dayal Baug Society,Nr Deep Chamber,Opp Hdfc Bank,Manjalpur, Vadodara-390011",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Rutvij Hospital,+91-265-2326843,"  Patel Plaza, Opposite Harinagar Bus Stop, Gotri Road, Vadodara-390021",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Anukruti Hospital,+91-265-2631243,"  A 143/144,Omnagar,Near Gangasagar Complex, Sussen Tarsali Road,, Vadodara-390009",Hospitals     also listed in,mumbai,maharashtra
Dr K C Patel Hospital,+91-265-2310809,"  15, Shree Niketan Society, Jetalpur Road, Alkapuri, B/H Railway Station, Vadodara-390005",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Dr Mahesh B Patel,+91-265-2492233,"  Near Amit Nagar Circle, Beside Hdfc Bank, Vip Road, Karelibaug, Vadodara-390018",Hospitals     also listed in,mumbai,maharashtra
Dr Minoo R Patel,+91-265-2356212,"  409 - 412, Shri Nagar Society, Near Urmi Char Rasta, Productivity Road, Akota, Vadodara-390020",Doctors - Surgeons     also listed in,mumbai,maharashtra
Bankers Heart Institute,+91-265-2324004,"  Near Tagore Nagar, Opposite Suryakiran Complex, Old Padra Road, Vadodara-390015",Hospitals     also listed in,mumbai,maharashtra
Anjali Memorial Hospital,+91-265-2795177,"  1-A, Biren Apartments, Fatehgunj, Near 7 Seasmall, Above Punjab National Bank, Vadodara-390002",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Dr Asit Shah,+91-265-2333873,"  Patel Plaza, Opp Harinagar Bus Stop, Gotri Road, Vadodara-390021",Ayurvedic Medicine     also listed in,mumbai,maharashtra
Batra Hospital,+91-265-2563066,"  112, Chaturbhai Park, Ring Road, Harni Warsia Ring Road, Vadodara-390006",Hospitals     also listed in,mumbai,maharashtra
Sumandeep Vidyapeeth University,+91245126,"  At & Post Pipariya, To Waghodia, Vadodara-391760",Hospitals     also listed in,mumbai,maharashtra
Ashutosh Orthopaedic Hospital,+919898002529,"  12, Shriniketan Society, Opposite New India Mill, Jetalpur Road, Vadodara-390005",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Baroda Neuro Surgical Hospital,+91-265-2331691,"  White House, 5/A, Tarang Society, Opp Akota Stadium, Productivity Road, Vadodara-390265",Doctors - Neurosurgeons / Neurologists     also listed in,mumbai,maharashtra
Aadit Nursing Home & Laboratory,+91-265-6556337,"  2, Santoor Park, Makarand Desai Marg, Gotri, Behind Mothers School, Vadodara-390007",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Venus Super Speciality Hospital,+91-265-2357987,"  Opp Only Parathas Restaurants,Jetalpur Road,Alkapuri, Vadodara-390005",Hospitals,mumbai,maharashtra
Shrey Orthopaedic Hospital,+919825073056,"  46-C, Shree Yamuna, Chandravila Society, Manjalpur, Near Deep Chamber, Vadodara-390011",Hospitals     also listed in,mumbai,maharashtra
Shreevraj Hospital,+91-265-2252920,"  7, Manisha Society, Old Padra Road, Vadodara-390005",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Centre For Knee Surgery,+91-265-2337172,"  101/103, Akashganga Complex, Nr Vanijya Bhavan, Above Pizza Hut, Race Course Circle, Vadodara-390007",Doctors - Orthopaedics (limbs)     also listed in,mumbai,maharashtra
Nimkar Dr Urmil,+91-265-2640344,"  206/7, Prime Complex, Near Dawat Restaurant, Manjalpur, Vadodara-390011","Doctors - Ear, Nose and Throat (ENT)     also listed in",mumbai,maharashtra
Sushrusha Hospital,+91-265-2350766,"  3a, Tarang Society, Productivity Road, Beside Akota Atithi Gruh, Vadodara-390020",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Shanti Hospital,+91-265-2465794,"  F/14,Panchsheel Tenament,Harni-Warsia Ring Road,Nr Zavernagar, Vadodara-390022",Hospitals     also listed in,mumbai,maharashtra
Anant Hospital,+91-265-3258550,"  202 B-14, Urmi Society, Saket Complex, Productivity Road, Akota, Vadodara-390020",Doctors - Gynaecologists and Obstetricians     also listed in,mumbai,maharashtra
Anand Hospital,+91-265-2780760,"  Nizampura Main Road, Nizampura, Vadodara-390002",Doctors - Cardiologists (Heart)     also listed in,mumbai,maharashtra
Dr Sanjay Pandit,+91-265-2427985,"  Piramitar Road, Dandia Bazar, Near Bharat Electricals, Vadodara-390001",Doctors - Consulting Physicians     also listed in,mumbai,maharashtra
Nene Clinic,+91-265-2438434,"  Harinagar Char Rasta, Gotri, End Of Rajesh Tower Road, Vadodara-390021",Hospitals     also listed in,mumbai,maharashtra
